"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
40314090,"Hepatite C (qualitativo) por PCR - pesquisa","SIM","HEPATITE C (QUALITATIVO) POR PCR OU BDNA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314103,"Hepatite C (quantitativo) por PCR - pesquisa","SIM","HEPATITE C (QUANTITATIVO) POR PCR OU BDNA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314111,"Hepatite C - genotipagem - pesquisa","SIM","HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","29","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314120,"HIV - carga viral PCR - pesquisa","SIM","HIV - CARGA VIRAL POR PCR, NASBA OU BDNA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314138,"HIV - qualitativo por PCR - pesquisa","SIM","HIV - QUALITATIVO POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314146,"HIV, genotipagem - pesquisa","SIM","HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","31","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314154,"HPV (vírus do papiloma humano) + subtipagem quando necessário PCR - pesquisa","SIM","HPV - TIPAGEM POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314154,"HPV (vírus do papiloma humano) + subtipagem quando necessário PCR - pesquisa","SIM","HPV (VÍRUS DO PAPILOMA HUMANO) - DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314162,"HTLV I / II por PCR (cada) - pesquisa","SIM","HTLV-I, POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314170,"Mycobactéria PCR - pesquisa","SIM","MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314189,"Parvovírus por PCR - pesquisa","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314197,"Proteína S total + livre, dosagem","SIM","PROTEÍNA S TOTAL + LIVRE, DOSAGEM",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314200,"Rubéola por PCR - pesquisa","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314219,"Sífilis por PCR - pesquisa","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314227,"Toxoplasmose por PCR - pesquisa","SIM","TOXOPLASMOSE - PESQUISA EM LÍQUIDO AMINIÓTICO POR PCR (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","125","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314235,"X frágil por PCR - pesquisa","SIM","ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","110","GENÉTICA MOLECULAR","GENÉTICA","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314243,"Chlamydia por biologia molecular - pesquisa","SIM","CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIA TRACHOMATIS, ANTÍGENO.",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314251,"Citogenética de medula óssea","SIM","CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E MEDULA ÓSSEA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"CITOGENÉTICA","GENÉTICA","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314260,"Amplificação de material por biologia molecular (outros agentes)","SIM","ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","110","GENÉTICA MOLECULAR","GENÉTICA","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314278,"Pesquisa de outros agentes por PCR","SIM","Contemplado em vários procedimentos do Rol ANS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,NA,NA,NA
40314286,"Pesquisa de mutação de alelo específico por PCR","SIM","ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","110","GENÉTICA MOLECULAR","GENÉTICA","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314294,"Resistência a agentes antivirais por biologia molecular (cada droga) - pesquisa","SIM","HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","29","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314294,"Resistência a agentes antivirais por biologia molecular (cada droga) - pesquisa","SIM","HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","31","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314308,"Quantificação de outros agentes por PCR","SIM","Contemplado em vários procedimentos do Rol ANS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,NA,NA,NA
40314316,"SCIH tipagem molecular de bactérias","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314324,"Clonalidade para células B, detecção por PCR, vários materiais","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314332,"Clonalidade para células T, detecção por PCR, sangue total","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314340,"Coronavirus, detecção por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314359,"Epstein BARR vírus por PCR","SIM","VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA","546/2022","44837",NA,"AMB","HCO","HSO","PAC",NA,"PROCEDIMENTOS","MEDICINA TRANSFUSIONAL","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314367,"Hepatite B, genotipagem","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314375,"Herpes vírus humano 1,2 por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314383,"Herpes vírus humano 6,7 por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314391,"Herpes vírus humano 8 por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314405,"Herpes vírus zoster, (Varicella) por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314413,"Hepatite C quantitativo por TMA","SIM","HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","29","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314421,"HPV, genotipagem","SIM","HPV - TIPAGEM POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314430,"HLA B27, fenotipagem/genotipagem","SIM","HLA B27, FENOTIPAGEM/GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)","465/2021
625/2024","01/04/2021
23/12/2024",NA,"AMB","HCO","HSO","PAC","32","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314448,"HPV oncoproteínas virais E6/E7, pesquisa","SIM","HPV - TIPAGEM POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314448,"HPV oncoproteínas virais E6/E7, pesquisa","SIM","HPV - TIPAGEM POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314456,"Clostridium Difficile Toxigênico, pesquisa DNA, fezes","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314472,"Detecção de bactérias e fungos em sangue periférico (Septifast), por PCR","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314480,"Análise de quimerismo pós transplante (STR), cada","SIM","TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,NA,"HCO","HSO","PAC","70","MEDULA ÓSSEA","TRANSPLANTES DE ÓRGÃOS OU TECIDOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
40314499,"Teste de biologia molecular para hiperplasia adrenal congênita","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314502,"HIV amplificação do DNA por PCR","SIM","HIV - QUALITATIVO POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314502,"HIV amplificação do DNA por PCR","SIM","HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","31","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314510,"Pesquisa de mutação pré-core vírus hepatite B","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314529,"TMA qualitativo para hepatite C","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314537,"Chlamydia, amplificação de DNA por PCR","SIM","CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIA TRACHOMATIS, ANTÍGENO.",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314545,"Mycobactéria, amplificação de DNA por PCR","SIM","MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314561,"Vírus Zika - por PCR","SIM","VÍRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO",NA,"111","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314570,"Identificação multiplex por PCR painel com até 25 agentes","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314588,"Identificação multiplex por PCR painel com 26 a 40 agentes","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314596,"Quantificação de TRECs e KRECs","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314600,"Teste molecular para nódulos de tireoide por perfil de microRNA (miRNA), por nódulo","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40314618,"SARS-CoV-2 (Coronavírus COVID-19) - pesquisa por RT - PCR","SIM","SARS-CoV-2 (CORONAVÍRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO",NA,"126","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40314626,"PCR em tempo real para vírus influenza A e B","SIM","PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO",NA,"129","BIOLOGIA MOLECULAR","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316017,"17-alfa-hidroxiprogesterona - pesquisa e/ou dosagem","SIM","17-ALFA-HIDROXIPROGESTERONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316025,"3 alfa androstonediol glucoronídeo (3ALFDADIOL) - pesquisa e/ou dosagem","SIM","3 ALFA-ANDROSTANEDIOL GLICURONÍDEO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316033,"Ácido vanilmandélico (VMA) - pesquisa e/ou dosagem","SIM","ÁCIDO VANILMANDÉLICO (VMA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316041,"Adrenocorticotrófico, hormônio (ACTH) - pesquisa e/ou dosagem","SIM","HORMÔNIO ADRENOCORTICOTRÓFICO (ACTH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316050,"Aldosterona - pesquisa e/ou dosagem","SIM","ALDOSTERONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316068,"Alfa-fetoproteína - pesquisa e/ou dosagem","SIM","ALFA-FETOPROTEÍNA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316076,"Androstenediona - pesquisa e/ou dosagem","SIM","ANDROSTENEDIONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316084,"Anticorpo anti-receptor de TSH (TRAB) - pesquisa e/ou dosagem","SIM","ANTICORPO ANTI-RECEPTOR DE TSH (TRAB)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316092,"Anticorpos antiinsulina - pesquisa e/ou dosagem","SIM","ANTICORPOS ANTIINSULINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316106,"Anticorpos antitireóide (tireoglobulina) - pesquisa e/ou dosagem","SIM","ANTICORPOS ANTITIREÓIDE (TIREOGLOBULINA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316114,"Antígeno Austrália (HBSAG) - pesquisa e/ou dosagem","SIM","ANTÍGENO AUSTRÁLIA (HBSAG)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316122,"Antígeno carcinoembriogênico (CEA) - pesquisa e/ou dosagem","SIM","ANTÍGENO CARCINOEMBRIOGÊNICO (CEA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316130,"Antígeno específico prostático livre (PSA livre) - pesquisa e/ou dosagem","SIM","ANTÍGENO ESPECÍFICO PROSTÁTICO LIVRE (PSA LIVRE)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316149,"Antígeno específico prostático total (PSA) - pesquisa e/ou dosagem","SIM","ANTÍGENO ESPECÍFICO PROSTÁTICO TOTAL (PSA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316157,"Anti-TPO - pesquisa e/ou dosagem","SIM","ANTIPEROXIDASE TIREOIDEANA (ANTI-TPO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316165,"Calcitonina - pesquisa e/ou dosagem","SIM","CALCITONINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316173,"Catecolaminas - pesquisa e/ou dosagem","SIM","CATECOLAMINAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316181,"Composto S (11-desoxicortisol) - pesquisa e/ou dosagem","SIM","COMPOSTO S (11 - DESOXICORTISOL)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316190,"Cortisol - pesquisa e/ou dosagem","SIM","CORTISOL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316203,"Crescimento, hormônio do (HGH) - pesquisa e/ou dosagem","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316211,"Dehidroepiandrosterona (DHEA) - pesquisa e/ou dosagem","SIM","DEHIDROEPIANDROSTERONA (DHEA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316220,"Dehidrotestosterona (DHT) - pesquisa e/ou dosagem","SIM","DEHIDROTESTOSTERONA (DHT)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE ANTIMICROBIANOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE ANTICONVULSIVANTES",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE ANTIDEPRESSIVOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE BARBITÚRICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE BENZODIAZEPÍNICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE DIGITÁLICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE IMUNOSSUPRESSORES",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE ANTIARRITMICOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE ANTICONVULSIVANTES",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316238,"Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada - pesquisa e/ou dosagem","SIM","DOSAGEM DE TEOFILINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316246,"Estradiol - pesquisa e/ou dosagem","SIM","ESTRADIOL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316254,"Estriol - pesquisa e/ou dosagem","SIM","ESTRIOL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316262,"Estrona - pesquisa e/ou dosagem","SIM","ESTRONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316270,"Ferritina - pesquisa e/ou dosagem","SIM","FERRITINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316289,"Folículo estimulante, hormônio (FSH) - pesquisa e/ou dosagem","SIM","HORMÔNIO FOLÍCULO ESTIMULANTE (FSH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
